season,week,date,winner,winner_pts,loser,loser_pts,winner_venue,notes
1933,6,1933-10-21,Southern California,0,Oregon State,0,away,
1933,6,1933-10-21,Stanford,20,San Francisco,13,away,
1933,6,1933-10-21,Syracuse,14,Cornell,7,away,
1933,6,1933-10-21,Temple,13,West Virginia,7,home,
1933,6,1933-10-21,Texas Christian,13,Texas A&M,7,home,
1933,6,1933-10-21,Tulane,7,Georgia Tech,0,away,
1933,6,1933-10-21,Tulsa,7,Kansas,0,home,
1933,6,1933-10-21,UCLA,20,Loyola Marymount,7,home,
1933,6,1933-10-21,Villanova,40,Gettysburg,0,home,
1933,6,1933-10-21,Virginia Military Institute,19,Maryland,13,home,
1933,6,1933-10-21,Virginia Tech,7,Richmond,0,away,
1933,6,1933-10-21,Wake Forest,0,North Carolina State,0,away,
1933,6,1933-10-21,Washington,14,Puget Sound,6,away,
1933,6,1933-10-21,Washington (MO),19,Bradley,7,home,
1933,6,1933-10-21,Washington & Jefferson,8,Xavier,0,away,
1933,6,1933-10-21,Washington & Lee,7,Kentucky,0,home,
1933,6,1933-10-21,Washington State,6,California,6,neutral,
1933,6,1933-10-21,Western Maryland,20,Georgetown,0,home,
1933,6,1933-10-21,William & Mary,37,Guilford,7,away,
1933,6,1933-10-21,Yale,14,Brown,6,home,
1933,7,1933-10-26,South Carolina,12,Citadel,6,neutral,
1933,7,1933-10-27,Arizona,6,New Mexico State,0,away,
1933,7,1933-10-27,Creighton,6,Grinnell,0,away,
1933,7,1933-10-27,Duquesne,31,Westminster (Pennsylvania),0,home,
1933,7,1933-10-27,Rhodes,6,Mississippi State,0,home,
1933,7,1933-10-27,Saint Mary's (CA),61,Nevada,0,away,
1933,7,1933-10-28,Arkansas,3,Southern Methodist,0,home,
1933,7,1933-10-28,Army,21,Yale,0,away,
1933,7,1933-10-28,Auburn,13,Tulane,7,away,
1933,7,1933-10-28,Bucknell,20,Temple,7,home,
1933,7,1933-10-28,Carnegie Mellon,0,Washington & Jefferson,0,away,
1933,7,1933-10-28,Catholic,12,Wake Forest,0,away,
1933,7,1933-10-28,Cincinnati,34,Butler,7,home,
1933,7,1933-10-28,Colorado,40,Wyoming,12,home,
1933,7,1933-10-28,Colorado Mines,19,Western State,13,away,
1933,7,1933-10-28,Columbia,33,Penn State,0,home,
1933,7,1933-10-28,Dartmouth,7,Harvard,7,away,
1933,7,1933-10-28,Davidson,6,North Carolina State,6,away,
1933,7,1933-10-28,Davis & Elkins,7,West Virginia,7,away,
1933,7,1933-10-28,Denver,31,Colorado College,0,home,
1933,7,1933-10-28,Detroit Mercy,22,Marquette,6,home,
1933,7,1933-10-28,Drake,6,Washington (MO),0,away,
1933,7,1933-10-28,Duke,14,Kentucky,7,away,
1933,7,1933-10-28,Fordham,2,Alabama,0,home,
1933,7,1933-10-28,George Washington,33,West Virginia Wesleyan,0,away,
1933,7,1933-10-28,Georgia,25,New York University,0,home,
1933,7,1933-10-28,Georgia Tech,10,North Carolina,6,away,
1933,7,1933-10-28,Holy Cross,19,Brown,7,home,
1933,7,1933-10-28,Idaho,12,Montana,6,home,
1933,7,1933-10-28,Iowa State,14,Missouri,7,home,
1933,7,1933-10-28,Kansas State,6,Kansas,0,away,
1933,7,1933-10-28,Lafayette,0,Colgate,0,away,
1933,7,1933-10-28,Loyola (LA),16,Saint Louis,6,home,
1933,7,1933-10-28,Loyola Marymount,43,New Mexico,7,away,
1933,7,1933-10-28,Mercer,6,Furman,6,away,
1933,7,1933-10-28,Michigan,28,Chicago,0,away,
1933,7,1933-10-28,Michigan State,27,Syracuse,3,home,
1933,7,1933-10-28,Minnesota,19,Iowa,7,home,
1933,7,1933-10-28,Mississippi,13,Clemson,0,home,
1933,7,1933-10-28,Navy,13,Pennsylvania,0,away,
1933,7,1933-10-28,Nebraska,16,Oklahoma,7,home,
1933,7,1933-10-28,Northern Arizona,13,Arizona State,0,home,
1933,7,1933-10-28,Ohio State,12,Northwestern,0,home,
1933,7,1933-10-28,Oklahoma State,18,Haskell,0,home,
1933,7,1933-10-28,Oregon,7,UCLA,0,away,
1933,7,1933-10-28,Oregon State,2,Washington State,0,home,
1933,7,1933-10-28,Pittsburgh,14,Notre Dame,0,away,
1933,7,1933-10-28,Princeton,6,Washington & Lee,0,home,
1933,7,1933-10-28,Purdue,14,Wisconsin,0,away,
1933,7,1933-10-28,Richmond,19,Roanoke,0,home,
1933,7,1933-10-28,San Francisco,6,Gonzaga,0,home,
1933,7,1933-10-28,Sewanee,14,Cumberland,0,home,
1933,7,1933-10-28,South Carolina,12,Virginia Tech,0,away,
1933,7,1933-10-28,Southern California,6,California,3,away,
1933,7,1933-10-28,Tennessee,13,Florida,6,home,
1933,7,1933-10-28,Texas,18,Rice,0,home,
1933,7,1933-10-28,Texas A&M,14,Baylor,7,home,
1933,7,1933-10-28,Texas Christian,0,Centenary (LA),0,away,
1933,7,1933-10-28,Texas Tech,12,Texas-El Paso,0,away,
1933,7,1933-10-28,Utah,14,Utah State,6,home,
1933,7,1933-10-28,Vanderbilt,7,Louisiana State,7,away,
1933,7,1933-10-28,Villanova,47,Manhattan,0,away,
1933,7,1933-10-28,Virginia Military Institute,13,Virginia,12,away,
1933,7,1933-10-28,Washington,6,Stanford,0,home,
1933,7,1933-10-28,Western Maryland,13,Maryland,7,neutral,
1933,7,1933-10-28,William & Mary,12,Georgetown,6,away,
1933,8,1933-11-04,Alabama,20,Kentucky,0,home,
1933,8,1933-11-04,Arizona,24,Northern Arizona,0,home,
1933,8,1933-11-04,Arizona State,21,Fresno State,7,home,
1933,8,1933-11-04,Army,34,Coe,0,home,
1933,8,1933-11-04,Baylor,7,Texas Christian,0,home,
1933,8,1933-11-04,Boston College,39,Georgetown,0,home,
1933,8,1933-11-04,California,0,UCLA,0,away,
1933,8,1933-11-04,Carleton,18,Grinnell,0,home,
1933,8,1933-11-04,Centenary (LA),20,Texas A&M,0,home,
1933,8,1933-11-04,Clemson,13,Wake Forest,0,neutral,
1933,8,1933-11-04,Colorado,26,Colorado College,0,home,
1933,8,1933-11-04,Colorado State,19,Colorado Mines,0,away,
1933,8,1933-11-04,Columbia,9,Cornell,6,away,
1933,8,1933-11-04,Creighton,18,Washington (MO),0,home,
1933,8,1933-11-04,Denver,6,Brigham Young,0,home,
1933,8,1933-11-04,Detroit Mercy,24,Holy Cross,0,home,
1933,8,1933-11-04,Duke,13,Auburn,7,home,
1933,8,1933-11-04,Duquesne,21,Washington & Jefferson,6,away,
1933,8,1933-11-04,Furman,38,Wofford,0,home,
1933,8,1933-11-04,Georgia,14,Florida,0,neutral,
1933,8,1933-11-04,Harvard,27,Lehigh,0,home,
1933,8,1933-11-04,Iowa,27,Iowa State,7,home,
1933,8,1933-11-04,Kansas State,0,Michigan State,0,away,
1933,8,1933-11-04,Louisiana State,30,South Carolina,7,home,
1933,8,1933-11-04,Loyola Marymount,21,Whittier,0,away,
1933,8,1933-11-04,Marquette,13,West Virginia,13,away,
1933,8,1933-11-04,Michigan,7,Illinois,6,away,
1933,8,1933-11-04,Minnesota,0,Northwestern,0,away,
1933,8,1933-11-04,Mississippi,12,Birmingham-Southern,0,home,
1933,8,1933-11-04,Mississippi State,18,Mississippi College,0,home,
1933,8,1933-11-04,Montana,32,Montana State,0,neutral,
1933,8,1933-11-04,Navy,7,Notre Dame,0,home,
1933,8,1933-11-04,Nebraska,26,Missouri,0,away,
1933,8,1933-11-04,New Mexico,45,New Mexico Highlands,6,home,
1933,8,1933-11-04,North Carolina,6,North Carolina State,0,away,
1933,8,1933-11-04,Northern Colorado,6,Western State,0,home,
1933,8,1933-11-04,Ohio State,21,Indiana,0,home,
1933,8,1933-11-04,Oklahoma,20,Kansas,0,home,
1933,8,1933-11-04,Oklahoma State,7,Tulsa,0,away,
1933,8,1933-11-04,Oregon,26,Utah,7,home,
1933,8,1933-11-04,Pennsylvania,16,Lafayette,7,home,
1933,8,1933-11-04,Pittsburgh,37,Centre,0,home,
1933,8,1933-11-04,Presbyterian,7,Citadel,6,away,
1933,8,1933-11-04,Princeton,33,Brown,0,away,
1933,8,1933-11-04,Purdue,17,Carnegie Mellon,7,home,
1933,8,1933-11-04,Richmond,27,Randolph-Macon,0,home,
1933,8,1933-11-04,Saint Louis,7,Wichita State,0,away,
1933,8,1933-11-04,Saint Mary's (CA),13,Fordham,6,away,
1933,8,1933-11-04,Santa Clara,13,Rice,0,home,
1933,8,1933-11-04,Sewanee,13,Tennessee Tech,0,home,
1933,8,1933-11-04,Stanford,21,Olympic Club,0,home,
1933,8,1933-11-04,Syracuse,12,Penn State,6,home,
1933,8,1933-11-04,Temple,20,Drake,14,home,
1933,8,1933-11-04,Tennessee,13,George Washington,0,away,
1933,8,1933-11-04,Texas,10,Southern Methodist,0,away,
1933,8,1933-11-04,Texas Tech,26,Haskell,6,home,
1933,8,1933-11-04,Texas-El Paso,9,New Mexico State,0,home,
1933,8,1933-11-04,Tulane,7,Colgate,0,away,
1933,8,1933-11-04,Utah State,27,Wyoming,0,home,
1933,8,1933-11-04,Vanderbilt,9,Georgia Tech,6,away,
1933,8,1933-11-04,Villanova,21,Albright,0,away,
1933,8,1933-11-04,Virginia,6,Maryland,0,home,
1933,8,1933-11-04,Wabash,12,Butler,0,away,
1933,8,1933-11-04,Washington & Lee,7,Virginia Tech,7,away,
1933,8,1933-11-04,Washington State,16,Gonzaga,0,away,
1933,8,1933-11-04,Western Maryland,14,Bucknell,13,home,
1933,8,1933-11-04,William & Mary,14,Virginia Military Institute,0,neutral,
1933,8,1933-11-04,Wisconsin,0,Chicago,0,away,
1933,8,1933-11-04,Yale,14,Dartmouth,13,home,
1933,9,1933-11-11,Alabama,27,Virginia Tech,0,home,
1933,9,1933-11-11,Arizona State,19,New Mexico State,7,home,
1933,9,1933-11-11,Army,27,Harvard,0,away,
1933,9,1933-11-11,Auburn,27,Oglethorpe,6,home,
1933,9,1933-11-11,Boston College,9,Villanova,0,home,
1933,9,1933-11-11,Brigham Young,25,Colorado College,0,away,
1933,9,1933-11-11,Brown,10,Syracuse,7,away,
1933,9,1933-11-11,Bucknell,12,Furman,0,home,
1933,9,1933-11-11,California,33,Washington,0,home,
1933,9,1933-11-11,Carnegie Mellon,0,Michigan State,0,away,
1933,9,1933-11-11,Centenary (LA),27,Henderson State,0,home,
1933,9,1933-11-11,Colgate,72,Ohio Northern,0,home,
1933,9,1933-11-11,Colorado State,3,Utah State,0,home,
1933,9,1933-11-11,Columbia,14,Navy,7,home,
1933,9,1933-11-11,Davidson,24,Citadel,6,home,
1933,9,1933-11-11,Detroit Mercy,26,Catholic,0,away,
1933,9,1933-11-11,Duke,38,Maryland,7,away,
1933,9,1933-11-11,Emory & Henry,25,William & Mary,6,home,
1933,9,1933-11-11,Fordham,20,New York University,12,neutral,
1933,9,1933-11-11,George Washington,13,Washington & Jefferson,6,away,
1933,9,1933-11-11,Georgia,7,Yale,0,away,
1933,9,1933-11-11,Georgia Tech,19,Florida,7,home,
1933,9,1933-11-11,Grinnell,0,Haskell,0,away,
1933,9,1933-11-11,Hawaii,7,Denver,6,away,
1933,9,1933-11-11,Illinois,3,Northwestern,0,away,
1933,9,1933-11-11,Indiana,7,Chicago,7,away,
1933,9,1933-11-11,Kansas State,7,Iowa State,0,away,
1933,9,1933-11-11,Kentucky,21,Virginia Military Institute,6,home,
1933,9,1933-11-11,Loyola Marymount,45,California Tech,0,home,
1933,9,1933-11-11,Marquette,14,Creighton,9,home,
1933,9,1933-11-11,Mercer,7,Chattanooga,0,away,
1933,9,1933-11-11,Michigan,10,Iowa,6,home,
1933,9,1933-11-11,Montana,13,Gonzaga,7,home,
1933,9,1933-11-11,Montana State,19,Montana Tech,0,away,
1933,9,1933-11-11,Nebraska,12,Kansas,0,home,
1933,9,1933-11-11,New Mexico,7,Arizona,0,home,
1933,9,1933-11-11,North Carolina,26,Wake Forest,0,home,
1933,9,1933-11-11,Northern Colorado,26,Colorado Mines,9,away,
1933,9,1933-11-11,Ohio State,20,Pennsylvania,7,away,
1933,9,1933-11-11,Oklahoma,21,Missouri,0,away,
1933,9,1933-11-11,Oklahoma State,21,Drake,0,home,
1933,9,1933-11-11,Oregon,13,Oregon State,3,neutral,
1933,9,1933-11-11,Penn State,40,Johns Hopkins,6,home,
1933,9,1933-11-11,Pittsburgh,7,Duquesne,0,home,
1933,9,1933-11-11,Princeton,7,Dartmouth,0,home,
1933,9,1933-11-11,Purdue,19,Notre Dame,0,away,
1933,9,1933-11-11,Rice,7,Arkansas,6,home,
1933,9,1933-11-11,Rutgers,20,Lafayette,13,away,
1933,9,1933-11-11,Saint Louis,26,Missouri-Rolla,0,home,
1933,9,1933-11-11,Saint Mary's (CA),7,Pacific,0,away,
1933,9,1933-11-11,Santa Clara,7,San Francisco,0,home,
1933,9,1933-11-11,South Carolina,14,North Carolina State,0,home,
1933,9,1933-11-11,Southern Methodist,19,Texas A&M,0,away,
1933,9,1933-11-11,Stanford,13,Southern California,7,away,
1933,9,1933-11-11,Tennessee,35,Mississippi,6,home,
1933,9,1933-11-11,Texas Christian,19,North Dakota,7,home,
1933,9,1933-11-11,Texas Tech,7,Hardin-Simmons,0,home,
1933,9,1933-11-11,Tulane,33,Mississippi State,0,home,
1933,9,1933-11-11,Tulsa,39,Oklahoma City,0,home,
1933,9,1933-11-11,UCLA,14,San Diego Marines,13,away,
1933,9,1933-11-11,Utah,13,Colorado,6,home,
1933,9,1933-11-11,Vanderbilt,27,Sewanee,14,home,
1933,9,1933-11-11,Washington (MO),36,Butler,12,away,
1933,9,1933-11-11,Washington & Lee,6,Virginia,0,home,
1933,9,1933-11-11,Washington State,14,Idaho,6,away,
1933,9,1933-11-11,Wisconsin,25,West Virginia,6,home,
1933,9,1933-11-11,Wofford,14,Clemson,13,home,
1933,9,1933-11-12,Baylor,3,Texas,0,away,
1933,10,1933-11-14,Richmond,13,Hampden-Sydney,0,home,
1933,10,1933-11-17,Texas Tech,13,Baylor,0,home,
1933,10,1933-11-17,Tulsa,13,George Washington,6,away,
1933,10,1933-11-18,Alabama,12,Georgia Tech,9,away,
1933,10,1933-11-18,Arizona,26,Arizona State,7,away,
1933,10,1933-11-18,Arkansas,63,Hendrix,0,home,
1933,10,1933-11-18,Army,12,Pennsylvania Military,0,home,
1933,10,1933-11-18,Auburn,14,Georgia,6,neutral,
1933,10,1933-11-18,California,6,Idaho,0,home,
1933,10,1933-11-18,Carnegie Mellon,19,Georgetown,0,away,
1933,10,1933-11-18,Centenary (LA),7,Southern Methodist,0,away,
1933,10,1933-11-18,Centre,12,Washington & Lee,0,home,
1933,10,1933-11-18,Citadel,13,Oglethorpe,0,home,
1933,10,1933-11-18,Colgate,13,Syracuse,3,away,
1933,10,1933-11-18,Colorado,24,Northern Colorado,0,home,
1933,10,1933-11-18,Colorado College,23,Colorado Mines,6,home,
1933,10,1933-11-18,Columbia,46,Lafayette,6,home,
1933,10,1933-11-18,Cornell,7,Dartmouth,0,away,
1933,10,1933-11-18,Davidson,12,William & Mary,7,away,
1933,10,1933-11-18,Denver,13,Utah,0,home,
1933,10,1933-11-18,Drake,13,Grinnell,0,away,
1933,10,1933-11-18,Duke,21,North Carolina,0,home,
1933,10,1933-11-18,Gonzaga,13,Columbia (Oregon),8,home,
1933,10,1933-11-18,Harvard,12,Brown,6,home,
1933,10,1933-11-18,Idaho State,13,Montana State,6,home,
1933,10,1933-11-18,Illinois,7,Chicago,0,home,
1933,10,1933-11-18,Iowa,14,Purdue,6,away,
1933,10,1933-11-18,Kansas,20,Iowa State,6,home,
1933,10,1933-11-18,Kansas State,14,Oklahoma,0,home,
1933,10,1933-11-18,Louisiana State,31,Mississippi,0,home,
1933,10,1933-11-18,Marquette,21,Saint Louis,6,away,
1933,10,1933-11-18,Maryland,27,Johns Hopkins,7,away,
1933,10,1933-11-18,Mercer,13,Clemson,0,neutral,
1933,10,1933-11-18,Minnesota,0,Michigan,0,away,
1933,10,1933-11-18,Mississippi State,26,Sewanee,13,home,
1933,10,1933-11-18,New Mexico,14,New Mexico State,7,away,
1933,10,1933-11-18,Newberry,19,Wofford,14,home,
1933,10,1933-11-18,Notre Dame,7,Northwestern,0,away,
1933,10,1933-11-18,Ohio State,6,Wisconsin,0,away,
1933,10,1933-11-18,Oklahoma State,33,Creighton,13,away,
1933,10,1933-11-18,Oregon State,9,Fordham,6,away,
1933,10,1933-11-18,Penn State,6,Pennsylvania,6,away,
1933,10,1933-11-18,Pittsburgh,6,Nebraska,0,home,
1933,10,1933-11-18,Princeton,13,Navy,0,home,
1933,10,1933-11-18,Richmond,15,Virginia Military Institute,0,home,
1933,10,1933-11-18,Rutgers,6,New York University,6,away,
1933,10,1933-11-18,Saint Mary's (CA),6,Santa Clara,6,away,
1933,10,1933-11-18,San Francisco,0,Loyola Marymount,0,away,
1933,10,1933-11-18,Southern California,26,Oregon,0,home,
1933,10,1933-11-18,Stanford,33,Montana,7,home,
1933,10,1933-11-18,Temple,13,Washington & Jefferson,0,home,
1933,10,1933-11-18,Tennessee,33,Vanderbilt,6,home,
1933,10,1933-11-18,Texas A&M,27,Rice,0,away,
1933,10,1933-11-18,Texas Christian,30,Texas,0,away,
1933,10,1933-11-18,Tulane,34,Kentucky,0,home,
1933,10,1933-11-18,Utah State,14,Brigham Young,0,home,
1933,10,1933-11-18,Valparaiso,20,Butler,7,home,
1933,10,1933-11-18,Virginia Tech,6,Virginia,6,away,
1933,10,1933-11-18,Washington,10,UCLA,0,home,
1933,10,1933-11-18,Washington (MO),33,Missouri,7,home,
1933,10,1933-11-18,West Virginia,26,West Virginia Wesleyan,13,home,
1933,10,1933-11-18,Xavier,6,Indiana,0,home,
1933,10,1933-11-19,Furman,0,South Carolina,0,away,
1933,11,1933-11-23,Maryland,33,Washington & Lee,13,home,
1933,11,1933-11-23,Oklahoma State,13,Oklahoma,0,away,
1933,11,1933-11-24,Arkansas,20,Texas,6,away,
1933,11,1933-11-24,Loyola Marymount,14,Pacific,7,home,
1933,11,1933-11-25,Arizona,26,Whittier,0,home,
1933,11,1933-11-25,Army,12,Navy,7,neutral,
1933,11,1933-11-25,Baylor,13,Southern Methodist,7,away,
1933,11,1933-11-25,Bucknell,38,Washington & Jefferson,6,home,
1933,11,1933-11-25,Centenary (LA),7,Mississippi,6,away,
1933,11,1933-11-25,Chicago,39,Dartmouth,0,home,
1933,11,1933-11-25,Clemson,7,Citadel,0,home,
1933,11,1933-11-25,Colgate,25,Brown,0,away,
1933,11,1933-11-25,Colorado State,30,Colorado College,7,neutral,
1933,11,1933-11-25,Columbia,16,Syracuse,0,home,
1933,11,1933-11-25,Detroit Mercy,14,Michigan State,0,home,
1933,11,1933-11-25,Duke,7,North Carolina State,0,home,
1933,11,1933-11-25,Duquesne,26,Geneva,0,home,
1933,11,1933-11-25,Florida,14,Auburn,7,home,
1933,11,1933-11-25,George Washington,27,Catawba College,0,home,
1933,11,1933-11-25,Georgia,7,Georgia Tech,6,away,
1933,11,1933-11-25,Harvard,19,Yale,6,home,
1933,11,1933-11-25,Idaho,20,Gonzaga,12,home,
1933,11,1933-11-25,Iowa State,7,Drake,7,away,
1933,11,1933-11-25,Lafayette,54,Lehigh,12,away,
1933,11,1933-11-25,Louisiana State,21,Mississippi State,6,home,
1933,11,1933-11-25,Mercer,0,Birmingham-Southern,0,away,
1933,11,1933-11-25,Michigan,13,Northwestern,0,away,
1933,11,1933-11-25,Minnesota,6,Wisconsin,3,home,
1933,11,1933-11-25,Montana,26,Utah State,0,home,
1933,11,1933-11-25,Nebraska,7,Iowa,6,home,
1933,11,1933-11-25,New York University,7,Carnegie Mellon,0,home,
1933,11,1933-11-25,Northern Arizona,6,Arizona State,0,away,
1933,11,1933-11-25,Ohio State,7,Illinois,6,home,
1933,11,1933-11-25,Olympic Club,16,San Francisco,9,away,
1933,11,1933-11-25,Princeton,26,Rutgers,6,home,
1933,11,1933-11-25,Purdue,19,Indiana,3,away,
1933,11,1933-11-25,Saint Louis,6,Washington (MO),0,home,
1933,11,1933-11-25,Saint Mary's (CA),22,UCLA,14,away,
1933,11,1933-11-25,Southern California,19,Notre Dame,0,away,
1933,11,1933-11-25,Stanford,7,California,3,home,
1933,11,1933-11-25,Texas Christian,26,Rice,3,home,
1933,11,1933-11-25,Tulane,26,Sewanee,9,home,
1933,11,1933-11-25,Villanova,24,Temple,0,away,
1933,11,1933-11-25,Washington State,17,Washington,6,home,
1933,11,1933-11-25,West Virginia,14,Georgetown,12,away,
1933,11,1933-11-25,Wyoming,6,Western State,0,home,
1933,11,1933-11-26,Northern Colorado,6,New Mexico,0,away,
1933,11,1933-11-26,William & Mary,6,Richmond,0,away,
1933,12,1933-11-30,Alabama,7,Vanderbilt,0,away,
1933,12,1933-11-30,Brigham Young,6,Wyoming,3,home,
1933,12,1933-11-30,Colorado,14,Denver,7,away,
1933,12,1933-11-30,Cornell,20,Pennsylvania,12,away,
1933,12,1933-11-30,Davidson,20,Wake Forest,13,neutral,
1933,12,1933-11-30,Furman,6,Clemson,0,home,
1933,12,1933-11-30,Kansas,27,Missouri,0,home,
1933,12,1933-11-30,Nebraska,22,Oregon State,0,home,
1933,12,1933-11-30,New Mexico Military,7,New Mexico State,2,away,
1933,12,1933-11-30,North Carolina,14,Virginia,0,home,
1933,12,1933-11-30,Oregon,13,Saint Mary's (CA),7,away,
1933,12,1933-11-30,Pittsburgh,16,Carnegie Mellon,0,home,
1933,12,1933-11-30,Tennessee,27,Kentucky,0,away,
1933,12,1933-11-30,Texas,10,Texas A&M,10,away,
1933,12,1933-11-30,Texas Tech,6,Kansas State,0,home,
1933,12,1933-11-30,Tulsa,7,Arkansas,0,home,
1933,12,1933-11-30,UCLA,7,Washington State,0,home,
1933,12,1933-11-30,Utah,13,Colorado State,0,home,
1933,12,1933-11-30,Virginia Tech,0,Virginia Military Institute,0,neutral,
1933,12,1933-11-30,West Virginia,7,Washington & Jefferson,2,home,
1933,12,1933-12-02,Baylor,7,Rice,6,home,
1933,12,1933-12-02,Centenary (LA),48,Union (Tennessee),0,home,
1933,12,1933-12-02,Citadel,14,Wofford,0,home,
1933,12,1933-12-02,Florida,19,Maryland,0,home,
1933,12,1933-12-02,Georgia Tech,6,Duke,0,home,
1933,12,1933-12-02,Kansas,7,George Washington,0,away,
1933,12,1933-12-02,Louisiana State,7,Tulane,7,away,
1933,12,1933-12-02,Loyola Marymount,13,San Diego Marines,6,away,
1933,12,1933-12-02,Mercer,31,Oglethorpe,0,home,
1933,12,1933-12-02,Mississippi,31,Mississippi State,0,home,
1933,12,1933-12-02,Notre Dame,13,Army,12,away,
1933,12,1933-12-02,Princeton,27,Yale,2,away,
1933,12,1933-12-02,South Carolina,16,Auburn,14,away,
1933,12,1933-12-02,Southern California,31,Georgia,0,home,
1933,12,1933-12-02,Texas Christian,26,Southern Methodist,6,home,
1933,12,1933-12-02,Villanova,18,Rutgers,13,away,
1933,13,1933-12-09,Centenary (LA),28,Loyola (LA),12,home,
1933,13,1933-12-09,Louisiana State,7,Tennessee,0,home,
1933,13,1933-12-09,Saint Mary's (CA),18,Southern Methodist,6,away,
1933,13,1933-12-09,Southern California,13,Washington,7,home,
1933,14,1933-12-25,Santa Clara,16,Hawaii All-Stars,6,away,
1933,15,1934-01-01,Centenary (LA),7,Arkansas,7,neutral,Dixie Classic (Dallas TX)
1933,15,1934-01-01,Columbia,7,Stanford,0,neutral,Rose Bowl (Pasadena CA)
1933,15,1934-01-01,Duquesne,33,Miami (FL),7,away,
1933,15,1934-01-01,Santa Clara,26,Hawaii,7,away,
1934,1,1934-09-15,Centenary (LA),13,Louisiana College,0,home,
1934,1,1934-09-15,Montana State,20,Englewood,0,home,
1934,2,1934-09-21,Birmingham-Southern,7,Auburn,0,neutral,
1934,2,1934-09-21,Duquesne,39,Waynesburg,0,home,
1934,2,1934-09-21,Loyola Marymount,43,California Tech,0,home,
1934,2,1934-09-21,Mississippi State,13,Samford,7,away,
1934,2,1934-09-21,Oregon State,13,Willamette,0,home,
1934,2,1934-09-21,Tulsa,26,Central Oklahoma,0,home,
1934,2,1934-09-22,Brigham Young,20,Montana State,6,neutral,
1934,2,1934-09-22,Centenary (LA),16,Northwestern State,0,away,
1934,2,1934-09-22,Clemson,6,Presbyterian,0,home,
1934,2,1934-09-22,Colorado Mines,6,Western State,3,home,
1934,2,1934-09-22,Davidson,33,Elon,6,home,
1934,2,1934-09-22,George Washington,41,Shepherd,0,away,
1934,2,1934-09-22,Kentucky,26,Maryville (TN),0,home,
1934,2,1934-09-22,Oregon State,19,Pacific (Oregon),0,home,
1934,2,1934-09-22,Rice,12,Loyola (LA),0,home,
1934,2,1934-09-22,Santa Clara,40,Nevada,0,home,
1934,2,1934-09-22,Simpson,6,Drake,6,away,
1934,2,1934-09-22,Southern California,20,Occidental,0,home,
1934,2,1934-09-22,Southern California,40,Whittier,14,home,
1934,2,1934-09-22,Southern Methodist,33,North Texas,0,home,
1934,2,1934-09-22,Stanford,48,San Jose State,0,home,
1934,2,1934-09-22,Texas,12,Texas Tech,6,away,
1934,2,1934-09-22,Texas A&M,28,Sam Houston,0,home,
1934,2,1934-09-22,Texas Christian,33,Daniel Baker,7,away,
1934,2,1934-09-22,UCLA,14,Pomona-Pitzer,0,home,
1934,2,1934-09-22,UCLA,20,San Diego State,0,home,
1934,2,1934-09-22,Virginia Tech,21,Roanoke,0,home,
1934,2,1934-09-22,Wake Forest,62,Guilford,0,home,
1934,2,1934-09-22,Washington & Lee,19,Wofford,0,home,
1934,2,1934-09-22,West Virginia,19,West Virginia Wesleyan,0,home,
1934,2,1934-09-22,Wyoming,40,Fort Warren,0,away,
1934,2,1934-09-23,Oregon,13,Gonzaga,0,home,
1934,3,1934-09-28,Arizona State,25,California Tech,7,home,
1934,3,1934-09-28,Bucknell,12,Davis & Elkins,0,home,
1934,3,1934-09-28,Detroit Mercy,38,Central Michigan,0,home,
1934,3,1934-09-28,Loyola Marymount,12,La Verne,0,home,
1934,3,1934-09-28,New Mexico State,52,Wayland,0,home,
1934,3,1934-09-28,San Francisco,10,Oregon State,0,away,
1934,3,1934-09-28,Utah,6,Drake,0,away,
1934,3,1934-09-28,West Virginia,7,Duquesne,0,away,
1934,3,1934-09-29,Alabama,24,Samford,0,home,
1934,3,1934-09-29,Arizona,7,San Diego State,0,home,
1934,3,1934-09-29,Arkansas,13,Ozarks,0,home,
1934,3,1934-09-29,Army,19,Washburn,0,home,
1934,3,1934-09-29,Auburn,15,Oglethorpe,0,home,
1934,3,1934-09-29,Baylor,33,St. Edward's,0,home,
1934,3,1934-09-29,Birmingham-Southern,19,Loyola (LA),2,home,
1934,3,1934-09-29,Brigham Young,32,Occidental,7,home,
1934,3,1934-09-29,Brown,18,Boston University,0,home,
1934,3,1934-09-29,California,54,California-Davis,0,home,
1934,3,1934-09-29,California,33,Nevada,0,home,
1934,3,1934-09-29,Carnegie Mellon,7,Geneva,0,home,
1934,3,1934-09-29,Centenary (LA),28,Hendrix,0,away,
1934,3,1934-09-29,Chicago,19,Carroll (Wisconsin),0,home,
1934,3,1934-09-29,Citadel,13,Newberry,7,home,
1934,3,1934-09-29,Colorado,0,Kansas,0,away,
1934,3,1934-09-29,Colorado College,13,Colorado Mines,6,home,
1934,3,1934-09-29,Colorado State,12,Northern Colorado,0,away,
1934,3,1934-09-29,Cornell,14,St. Lawrence,0,home,
1934,3,1934-09-29,Dartmouth,39,Norwich,0,home,
1934,3,1934-09-29,Duke,46,Virginia Military Institute,0,away,
1934,3,1934-09-29,Florida,13,Rollins,2,neutral,
1934,3,1934-09-29,Furman,13,Wofford,0,away,
1934,3,1934-09-29,Georgia,42,Stetson,0,home,
1934,3,1934-09-29,Georgia Tech,12,Clemson,7,home,
