season,week,date,winner,winner_pts,loser,loser_pts,winner_venue,notes
1869,1,1869-11-06,Rutgers,6,Princeton,4,home,
1869,2,1869-11-13,Princeton,8,Rutgers,0,home,
1870,1,1870-11-05,Rutgers,6,Columbia,3,home,
1870,2,1870-11-12,Princeton,6,Rutgers,2,home,
1872,1,1872-11-02,Rutgers,0,Columbia,0,away,
1872,2,1872-11-09,Rutgers,7,Columbia,5,home,
1872,3,1872-11-16,Princeton,4,Rutgers,1,home,
1872,3,1872-11-16,Yale,3,Columbia,0,home,
1872,4,1872-11-23,Columbia,6,Stevens,0,home,
1874,1,1874-10-24,Rutgers,6,Columbia,1,home,
1874,2,1874-10-31,Stevens,4,Columbia,2,home,
1874,2,1874-11-01,Stevens,6,Rutgers,0,away,
1874,3,1874-11-07,Princeton,6,Columbia,0,home,
1874,4,1874-11-10,Stevens,6,New York University,0,home,
1874,4,1874-11-14,Columbia,4,Rutgers,1,home,
1874,5,1874-11-18,Princeton,6,Rutgers,0,home,
1874,5,1874-11-18,Yale,6,Stevens,0,home,
1874,5,1874-11-21,Yale,5,Columbia,1,home,
1874,6,1874-12-05,Yale,6,Columbia,1,home,
1875,1,1875-10-17,Stevens,5,New York University,0,home,
1875,2,1875-10-24,Rutgers,6,Stevens,0,home,
1875,3,1875-10-30,Harvard,1,Canada All-Stars,0,away,
1875,3,1875-10-31,Stevens,6,City College of New York,0,home,
1875,4,1875-11-02,Columbia,1,Rutgers,1,away,
1875,4,1875-11-04,Columbia,2,Stevens,1,away,
1875,4,1875-11-06,Columbia,5,City College of New York,0,away,
1875,4,1875-11-06,Harvard,1,Tufts,0,away,
1875,4,1875-11-06,Yale,4,Rutgers,1,home,
1875,5,1875-11-11,Stevens,6,City College of New York,0,home,
1875,5,1875-11-13,Harvard,4,Yale,0,away,
1875,5,1875-11-13,Princeton,6,Columbia,2,home,
1875,6,1875-11-20,Columbia,6,City College of New York,0,home,
1875,6,1875-11-20,Harvard,1,Canada All-Stars,0,home,
1875,6,1875-11-20,Princeton,6,Stevens,0,home,
1875,6,1875-11-20,Yale,6,Wesleyan (CT),0,home,
1875,7,1875-12-04,Columbia,3,Yale,2,away,
1876,1,1876-11-01,Princeton,6,Pennsylvania,0,away,
1876,1,1876-11-01,Rutgers,3,Stevens,2,home,
1876,1,1876-11-04,Harvard,2,Canada All-Stars,0,away,
1876,1,1876-11-04,Stevens,5,Columbia,3,home,
1876,2,1876-11-11,Harvard,1,McGill,0,home,
1876,2,1876-11-11,Princeton,3,Columbia,0,away,
1876,2,1876-11-11,Stevens,8,New York University,0,home,
1876,3,1876-11-17,Pennsylvania,4,Philadelphia All-Stars,0,home,
1876,3,1876-11-18,Columbia,4,Stevens,0,home,
1876,3,1876-11-18,Yale,1,Harvard,0,home,
1876,4,1876-11-25,Princeton,6,Pennsylvania,0,home,
1876,5,1876-11-30,Yale,2,Princeton,0,neutral,
1876,6,1876-12-09,Yale,2,Columbia,0,away,
1876,7,1877-03-03,Harvard,1,Princeton,0,home,
1877,1,1877-10-27,Harvard,6,Columbia,0,away,
1877,1,1877-10-27,Stevens,4,Rutgers,1,home,
1877,2,1877-11-03,Yale,1,Tufts,0,home,
1877,3,1877-11-06,Columbia,1,Rutgers,0,home,
1877,3,1877-11-10,Harvard,1,McGill,0,away,
1877,4,1877-11-13,Columbia,1,Stevens,0,away,
1877,4,1877-11-14,Rutgers,5,Stevens,0,home,
1877,4,1877-11-17,Amherst,8,Tufts,4,home,
1877,4,1877-11-17,Princeton,1,Harvard,0,neutral,
1877,5,1877-11-21,Yale,7,Trinity (CT),0,home,
1877,5,1877-11-24,Harvard,3,Tufts,0,away,
1877,5,1877-11-24,Princeton,4,Columbia,0,home,
1877,5,1877-11-24,Yale,13,Stevens,0,away,
1877,6,1877-12-08,Yale,0,Princeton,0,neutral,
1878,1,1878-10-19,Princeton,2,Pennsylvania,0,home,
1878,2,1878-10-26,Amherst,1,Brown,0,away,
1878,2,1878-10-26,Princeton,4,Stevens,0,home,
1878,3,1878-10-29,Stevens,0,Rutgers,0,away,
1878,3,1878-11-02,Pennsylvania,9,Swarthmore,0,home,
1878,3,1878-11-02,Princeton,5,Rutgers,0,home,
1878,3,1878-11-02,Yale,2,Amherst,0,home,
1878,4,1878-11-05,Stevens,0,Columbia,0,away,
1878,4,1878-11-09,Harvard,3,Amherst,0,away,
1878,4,1878-11-09,Princeton,2,Pennsylvania,1,away,
1878,4,1878-11-09,Stevens,1,Rutgers,0,home,
1878,4,1878-11-09,Yale,2,Trinity (CT),0,neutral,
1878,5,1878-11-13,Yale,3,Trinity (CT),0,neutral,
1878,5,1878-11-16,Columbia,0,Pennsylvania,0,away,
1878,5,1878-11-16,Princeton,1,Harvard,0,neutral,
1878,5,1878-11-16,Yale,0,Amherst,0,neutral,
1878,6,1878-11-23,Yale,1,Harvard,0,away,
1878,7,1878-11-28,Princeton,1,Yale,0,neutral,
1878,8,1878-12-07,Rutgers,1,City College of New York,0,home,
1879,1,1879-10-09,Stevens Alumni,0,Stevens,0,neutral,
1879,2,1879-10-18,Harvard,2,Britannia,0,away,
1879,2,1879-10-18,Princeton,6,Pennsylvania,0,home,
1879,3,1879-10-25,Columbia,0,Stevens,0,away,
1879,3,1879-10-25,Harvard,1,Britannia,0,away,
1879,4,1879-11-01,Harvard,0,McGill,0,away,
1879,4,1879-11-01,Princeton,2,Columbia,0,home,
1879,4,1879-11-01,Yale,3,Pennsylvania,0,neutral,
1879,5,1879-11-08,Harvard,0,Yale,0,away,
1879,5,1879-11-08,Pennsylvania,1,Columbia,0,home,
1879,5,1879-11-08,Princeton,7,Stevens,0,home,
1879,6,1879-11-11,Rutgers,1,Stevens,0,away,
1879,6,1879-11-15,Pennsylvania,7,Pennsylvania Military,0,home,
1879,6,1879-11-15,Princeton,1,Harvard,0,neutral,
1879,6,1879-11-15,Yale,5,Rutgers,0,home,
1879,7,1879-11-20,Rutgers,0,Columbia,0,away,
1879,7,1879-11-22,Yale,2,Columbia,0,away,
1879,7,1879-11-23,Stevens,3,Rutgers,3,away,
1879,8,1879-11-25,Stevens,3,Rutgers,1,away,
1879,8,1879-11-27,Yale,0,Princeton,0,neutral,
1879,9,1879-12-06,Stevens Alumni,0,Stevens,0,neutral,
1879,10,1879-12-13,Rutgers,0,Stevens,0,away,
1880,1,1880-10-09,Rutgers,5,Stevens,1,home,
1880,2,1880-10-16,Harvard,0,Britannia,0,away,
1880,2,1880-10-16,Rutgers,1,Stevens,0,away,
1880,3,1880-10-23,Harvard,2,Ottawa,1,away,
1880,3,1880-10-23,Pennsylvania,5,Crescent A.C.,0,home,
1880,3,1880-10-23,Princeton,6,Stevens,0,home,
1880,4,1880-10-30,Harvard,0,Montreal,0,away,
1880,4,1880-10-30,Princeton,1,Pennsylvania,0,home,
1880,5,1880-11-02,Princeton,8,Rutgers,0,home,
1880,5,1880-11-02,Stevens,2,City College of New York,0,home,
1880,5,1880-11-06,Harvard,3,Columbia,0,away,
1880,5,1880-11-06,Pennsylvania,3,Stevens,0,home,
1880,6,1880-11-10,Yale,13,Columbia,0,home,
1880,6,1880-11-13,Columbia,3,Rutgers,0,home,
1880,6,1880-11-13,Pennsylvania,5,Stevens,0,away,
1880,6,1880-11-13,Princeton,2,Harvard,1,neutral,
1880,6,1880-11-13,Yale,8,Brown,0,home,
1880,7,1880-11-17,Yale,8,Pennsylvania,0,neutral,
1880,7,1880-11-20,Yale,1,Harvard,0,away,
1880,8,1880-11-25,Yale,0,Princeton,0,neutral,
1881,1,1881-10-08,Harvard,2,Montreal,0,away,
1881,2,1881-10-15,Harvard,9,Ottawa,1,away,
1881,2,1881-10-15,Princeton,3,Rutgers,0,home,
1881,3,1881-10-22,Harvard,2,Britannia,0,away,
1881,3,1881-10-22,Princeton,7,Stevens,0,home,
1881,4,1881-10-29,Princeton,7,Pennsylvania,0,away,
1881,4,1881-10-29,Yale,2,Amherst,0,away,
1881,4,1881-10-31,Columbia,3,Stevens,1,away,
1881,4,1881-10-31,Harvard,1,Michigan,0,home,
1881,5,1881-11-02,Harvard,2,Pennsylvania,0,neutral,
1881,5,1881-11-02,Yale,2,Michigan,0,home,
1881,5,1881-11-03,Stevens,1,Rutgers,0,home,
1881,5,1881-11-04,Princeton,1,Michigan,0,home,
1881,5,1881-11-05,City College of New York,2,Stevens,2,away,
1881,5,1881-11-05,Harvard,1,Columbia,0,home,
1881,5,1881-11-05,Princeton,4,Pennsylvania,0,home,
1881,5,1881-11-05,Yale,4,Amherst,0,home,
1881,6,1881-11-08,Columbia,0,Rutgers,0,away,
1881,6,1881-11-10,Princeton,1,Rutgers,0,away,
1881,6,1881-11-12,Dartmouth,1,Amherst,0,away,
1881,6,1881-11-12,Princeton,1,Columbia,0,home,
1881,6,1881-11-12,Yale,1,Harvard,0,home,
1881,7,1881-11-16,Yale,1,Columbia,0,away,
1881,7,1881-11-17,Rutgers,10,City College of New York,0,home,
1881,7,1881-11-19,Dartmouth,0,Amherst,0,away,
1881,7,1881-11-19,Princeton,0,Harvard,0,neutral,
1881,7,1881-11-19,Rutgers,2,Pennsylvania,1,away,
1881,8,1881-11-23,Columbia,1,Rutgers,0,home,
1881,8,1881-11-24,Yale,0,Princeton,0,neutral,
1881,8,1881-11-26,Columbia,2,Pennsylvania,0,away,
1882,1,1882-10-07,Harvard,1,MIT,0,home,
1882,1,1882-10-07,Yale,9,Wesleyan (CT),0,home,
1882,2,1882-10-11,Princeton,5,Princeton Alumni,0,neutral,
1882,2,1882-10-14,Amherst,2,Massachusetts,0,home,
1882,2,1882-10-14,Harvard,3,MIT,0,home,
1882,2,1882-10-14,Pennsylvania,5,Crescent A.C.,0,home,
1882,2,1882-10-14,Princeton,5,Rutgers,0,home,
1882,3,1882-10-20,Rutgers,7,City College of New York,0,home,
1882,3,1882-10-21,Harvard,2,McGill,0,home,
1882,3,1882-10-21,Wesleyan (CT),7,Massachusetts,0,home,
1882,3,1882-10-21,Yale,9,Rutgers,0,home,
1882,4,1882-10-28,Dartmouth,5,McGill,0,home,
1882,4,1882-10-28,Harvard,1,Amherst,0,away,
1882,4,1882-10-28,Princeton,9,Pennsylvania,0,home,
1882,4,1882-10-28,Wesleyan (CT),7,Massachusetts,0,away,
1882,4,1882-10-28,Yale,5,Rutgers,0,away,
1882,5,1882-11-04,Harvard,8,Dartmouth,0,home,
1882,5,1882-11-04,Rutgers,1,Pennsylvania,0,away,
1882,5,1882-11-04,Wesleyan (CT),1,Amherst,0,home,
1882,5,1882-11-04,Yale,6,MIT,0,home,
1882,6,1882-11-07,Princeton,8,Columbia,0,away,
1882,6,1882-11-07,Rutgers,8,Lafayette,0,home,
1882,6,1882-11-07,Stevens,2,City College of New York,0,home,
1882,6,1882-11-08,Yale,9,Amherst,0,away,
1882,6,1882-11-09,Rutgers,2,Columbia,0,home,
1882,6,1882-11-11,Harvard,2,Columbia,0,home,
1882,6,1882-11-11,Princeton,10,Pennsylvania,0,away,
1882,7,1882-11-14,British Club of New York,1,Stevens,1,away,
1882,7,1882-11-14,Princeton,3,Rutgers,0,away,
1882,7,1882-11-18,Harvard,2,Princeton,1,home,
1882,7,1882-11-18,Rutgers,1,Pennsylvania,0,home,
1882,7,1882-11-18,Yale,11,Columbia,0,home,
1882,8,1882-11-24,Rutgers,2,Stevens,0,away,
1882,8,1882-11-25,Pennsylvania,1,Lafayette,0,home,
1882,8,1882-11-25,Princeton,3,Columbia,0,home,
1882,8,1882-11-25,Yale,1,Harvard,0,away,
1882,9,1882-12-01,Yale,2,Princeton,1,neutral,
1883,1,1883-03-12,Michigan,40,Detroit A.C.,5,home,
1883,2,1883-09-26,Yale,60,Wesleyan (CT),0,home,
1883,2,1883-09-29,Yale,94,Wesleyan (CT),0,away,
1883,3,1883-10-06,Harvard,23,Wesleyan (CT),1,home,
1883,3,1883-10-06,Yale,59,Stevens,0,home,
1883,4,1883-10-13,Harvard,4,Pennsylvania,0,home,
1883,4,1883-10-13,Stevens,59,Brooklyn Polytechnic Institute,0,home,
1883,5,1883-10-17,Princeton,20,Rutgers,0,away,
1883,5,1883-10-20,Columbia,12,City College of New York,0,home,
1883,5,1883-10-20,Harvard,14,Stevens,4,away,
1883,5,1883-10-20,Pennsylvania,26,Johns Hopkins,6,home,
1883,5,1883-10-20,Wesleyan (CT),37,Rutgers,0,home,
1883,5,1883-10-22,Princeton,54,Lafayette,7,home,
1883,6,1883-10-24,Princeton,14,Stevens,0,away,
1883,6,1883-10-27,Harvard,14,MIT,1,home,
1883,6,1883-10-27,Pennsylvania,44,Lafayette,4,home,
1883,6,1883-10-27,Princeton,61,Rutgers,0,home,
1883,6,1883-10-27,Stevens,19,Columbia,0,home,
1883,7,1883-10-31,Rutgers,54,City College of New York,2,home,
1883,7,1883-11-03,Harvard,18,Wesleyan (CT),6,away,
1883,7,1883-11-03,Princeton,39,Pennsylvania,6,home,
1883,7,1883-11-03,Stevens,14,Lafayette,4,away,
1883,8,1883-11-06,Harvard,11,Stevens,2,home,
1883,8,1883-11-06,Princeton,24,Wesleyan (CT),0,neutral,
1883,8,1883-11-06,Yale,92,Rutgers,0,neutral,
1883,8,1883-11-10,Harvard,39,Williams,0,home,
1883,8,1883-11-10,Lafayette,25,Rutgers,0,home,
1883,8,1883-11-10,Pennsylvania,30,Johns Hopkins,0,home,
1883,9,1883-11-14,Pennsylvania,35,Columbia,1,home,
1883,9,1883-11-14,Yale,49,Brooklyn Polytechnic Institute,0,away,
1883,9,1883-11-17,Pennsylvania,18,Rutgers,0,home,
1883,9,1883-11-17,Princeton,26,Harvard,7,home,
1883,9,1883-11-17,Stevens,60,Seton Hall,0,home,
1883,9,1883-11-17,Wesleyan (CT),21,Williams,0,home,
1883,9,1883-11-17,Yale,93,Columbia,0,away,
1883,9,1883-11-19,Wesleyan (CT),14,Michigan,6,home,
1883,10,1883-11-21,Yale,64,Michigan,0,home,
1883,10,1883-11-22,Harvard,3,Michigan,0,home,
1883,10,1883-11-24,Pennsylvania,38,Pennsylvania Alumni,7,neutral,
1883,10,1883-11-24,Stevens,14,Lafayette,11,home,
1883,10,1883-11-24,Yale,6,Princeton,0,neutral,
1883,11,1883-11-27,Stevens,5,Michigan,1,home,
1883,11,1883-11-29,Stevens,6,Pennsylvania,6,away,
1883,11,1883-11-29,Yale,23,Harvard,2,neutral,
1883,11,1883-11-30,Lafayette,59,Lewisburg A.C.,0,away,
1884,1,1884-10-01,Yale,31,Wesleyan (CT),0,home,
1884,2,1884-10-08,Princeton,4,Stevens,0,away,
1884,2,1884-10-10,Princeton,23,Rutgers,5,away,
1884,2,1884-10-11,Yale,96,Stevens,0,home,
1884,3,1884-10-15,Princeton,22,Wesleyan (CT),2,home,
1884,3,1884-10-15,Rutgers,35,Columbia,5,home,
1884,3,1884-10-18,Harvard,43,MIT,5,home,
1884,3,1884-10-18,Princeton,35,Rutgers,0,home,
1884,3,1884-10-18,Yale,63,Wesleyan (CT),0,neutral,
1884,3,1884-10-20,Stevens,15,Stevens Alumni,0,neutral,
1884,4,1884-10-22,Pennsylvania,4,Harvard,0,away,
1884,4,1884-10-22,Yale,76,Rutgers,10,away,
1884,4,1884-10-25,Harvard,42,MIT,0,away,
1884,4,1884-10-25,Lafayette,50,Lehigh,0,home,
1884,4,1884-10-25,Princeton,31,Pennsylvania,0,away,
1884,4,1884-10-25,Yale,113,Dartmouth,0,away,
1884,5,1884-10-29,Harvard,67,Trinity (CT),0,home,
1884,5,1884-10-29,Princeton,140,Lafayette,0,home,
1884,5,1884-10-29,Wesleyan (CT),11,Stevens,0,away,
1884,5,1884-11-01,Pennsylvania,21,Lafayette,0,home,
1884,5,1884-11-01,Princeton,58,Stevens,0,home,
1884,5,1884-11-01,Rutgers,61,Lehigh,0,home,
1884,5,1884-11-01,Wesleyan (CT),16,Harvard,0,home,
1884,6,1884-11-05,Harvard,23,Williams,0,home,
1884,6,1884-11-05,Yale,46,Wesleyan (CT),0,home,
1884,6,1884-11-08,Harvard,20,Ottawa,6,away,
1884,6,1884-11-08,Pennsylvania,30,Stevens,0,home,
1884,6,1884-11-08,Princeton,57,Johns Hopkins,0,home,
1884,6,1884-11-08,Rutgers,26,Lafayette,0,home,
1884,7,1884-11-12,Harvard,29,Dartmouth,0,away,
1884,7,1884-11-12,Lafayette,34,Lehigh,4,away,
1884,7,1884-11-15,Harvard,51,Tufts,0,home,
1884,7,1884-11-15,Haverford,36,Lehigh,12,away,
1884,7,1884-11-15,Pennsylvania,33,Johns Hopkins,0,home,
1884,7,1884-11-15,Stevens,18,Lafayette,4,away,
1884,7,1884-11-15,Wesleyan (CT),31,Rutgers,0,neutral,
1884,8,1884-11-18,Stevens,24,Yale/Princeton/Harvard Grads,4,home,
1884,8,1884-11-19,Princeton,36,Harvard,6,away,
1884,8,1884-11-19,Yale,18,Yale Alumni,0,neutral,
1884,8,1884-11-20,Pennsylvania Alumni,16,Pennsylvania,16,neutral,
1884,8,1884-11-22,Yale,52,Harvard,0,home,
1884,9,1884-11-27,Pennsylvania,14,Wesleyan (CT),12,neutral,
1884,9,1884-11-27,Stevens,52,Lafayette,0,home,
1884,9,1884-11-27,Yale,0,Princeton,0,neutral,
1885,1,1885-10-03,Princeton,94,Stevens,0,away,
1885,2,1885-10-07,Pennsylvania,42,Pennsylvania Alumni,0,neutral,
1885,2,1885-10-10,Pennsylvania,54,Lehigh,0,home,
1885,2,1885-10-10,Wesleyan (CT),80,Massachusetts,0,home,
1885,2,1885-10-10,Yale,55,Stevens,0,away,
1885,3,1885-10-14,Pennsylvania,68,Swarthmore,6,home,
1885,3,1885-10-14,Princeton,76,Stevens,0,home,
1885,3,1885-10-14,Yale,18,Wesleyan (CT),0,neutral,
1885,3,1885-10-17,Haverford,24,Lehigh,8,home,
1885,3,1885-10-17,Pennsylvania,6,Pennsylvania Alumni,5,neutral,
1885,4,1885-10-24,Lafayette,16,Stevens,12,home,
1885,4,1885-10-24,Princeton,57,Pennsylvania,0,away,
1885,5,1885-10-28,Pennsylvania,54,Lafayette,10,home,
1885,5,1885-10-28,Yale,71,Wesleyan (CT),0,home,
1885,5,1885-10-31,Lafayette,0,Lehigh,0,away,
1885,5,1885-10-31,Princeton,80,Pennsylvania,10,home,
1885,5,1885-10-31,Wesleyan (CT),60,Trinity (CT),0,home,
1885,5,1885-10-31,Yale,51,MIT,0,away,
1885,6,1885-11-03,Stevens,162,City College of New York,0,home,
1885,6,1885-11-03,Yale,52,Crescent A.C.,0,home,
1885,6,1885-11-04,Lehigh,10,Rutgers,5,home,
1885,6,1885-11-04,Pennsylvania,30,Lafayette,22,away,
1885,6,1885-11-07,Princeton,64,Columbia Law,0,away,
1885,6,1885-11-07,Stevens,20,Lehigh,4,away,
1885,6,1885-11-07,Wesleyan (CT),25,Pennsylvania,18,neutral,
1885,7,1885-11-11,Lafayette,23,Stevens,18,away,
1885,7,1885-11-11,Princeton,10,Johns Hopkins,0,home,
1885,7,1885-11-14,Princeton,76,Wesleyan (CT),0,home,
1885,7,1885-11-14,Stevens,86,City College of New York,0,away,
1885,7,1885-11-14,Yale,53,Pennsylvania,5,away,
1885,8,1885-11-18,Pennsylvania,35,Lehigh,0,home,
1885,8,1885-11-21,Lehigh,6,Lafayette,6,away,
1885,8,1885-11-21,Pennsylvania,23,Stevens,9,away,
1885,8,1885-11-21,Princeton,6,Yale,5,away,
1885,9,1885-11-26,Princeton,76,Pennsylvania,10,away,
1885,9,1885-11-26,Yale,61,Wesleyan (CT),0,neutral,
1886,1,1886-09-29,Williams,61,Tufts,0,home,
1886,1,1886-09-30,Pennsylvania,64,Falls of Schuylkill,0,home,
1886,1,1886-10-02,Harvard,82,Tufts,0,away,
1886,1,1886-10-02,Pennsylvania,18,Tioga,0,home,
1886,1,1886-10-02,Williams,14,MIT,14,away,
1886,2,1886-10-06,Harvard,54,MIT,0,away,
1886,2,1886-10-06,Williams,33,Tufts,4,away,
1886,2,1886-10-06,Yale,75,Wesleyan (CT),0,home,
1886,2,1886-10-09,Harvard,46,Tufts,0,home,
1886,2,1886-10-09,Pennsylvania,26,Lehigh,4,home,
1886,2,1886-10-09,Princeton,58,Stevens,0,home,
1886,2,1886-10-09,Williams,21,MIT,0,home,
1886,2,1886-10-09,Yale,62,Wesleyan (CT),0,away,
1886,3,1886-10-13,Amherst,18,Tufts,4,away,
1886,3,1886-10-13,Lafayette,20,Swarthmore,12,away,
1886,3,1886-10-13,Pennsylvania,4,Pennsylvania Alumni,0,neutral,
1886,3,1886-10-13,Princeton,61,Stevens,6,away,
1886,3,1886-10-16,Andover,18,Dartmouth,11,home,
1886,3,1886-10-16,Harvard,44,Stevens,0,home,
1886,3,1886-10-16,Lafayette,28,Rutgers,2,home,
1886,3,1886-10-16,Princeton,30,Pennsylvania,0,away,
1886,3,1886-10-16,Wesleyan (CT),47,Amherst,0,home,
1886,3,1886-10-16,Yale,96,MIT,0,home,
1886,3,1886-10-18,Lafayette,24,Dickinson,5,home,
1886,3,1886-10-18,Philadelphia All-Stars,6,Pennsylvania,6,away,
1886,4,1886-10-20,Amherst,22,Tufts,4,home,
1886,4,1886-10-20,Harvard,59,MIT,0,home,
1886,4,1886-10-20,Lafayette,12,Pennsylvania,0,home,
1886,4,1886-10-20,Yale,54,Stevens,0,away,
1886,4,1886-10-23,Amherst,13,Massachusetts,0,home,
1886,4,1886-10-23,Dartmouth,11,MIT,6,home,
1886,4,1886-10-23,Exeter,18,Tufts,8,away,
1886,4,1886-10-23,Harvard,86,Andover,0,away,
1886,4,1886-10-23,Lafayette,5,Stevens,0,away,
1886,4,1886-10-23,Lehigh,26,Dickinson,0,away,
1886,4,1886-10-23,Princeton,55,Pennsylvania,9,home,
1886,4,1886-10-23,Yale,76,Williams,0,away,
1886,5,1886-10-27,Dartmouth,91,Vermont,0,away,
1886,5,1886-10-27,Pennsylvania,14,Wesleyan (CT),0,neutral,
1886,5,1886-10-30,Harvard,70,Dartmouth,0,neutral,
1886,5,1886-10-30,Lehigh,0,Stevens,0,away,
1886,5,1886-10-30,Massachusetts,6,Tufts,5,away,
1886,5,1886-10-30,MIT,22,Amherst,0,home,
1886,5,1886-10-30,Pennsylvania,20,Lafayette,10,home,
1886,5,1886-10-30,Yale,136,Wesleyan (CT),0,home,
1886,6,1886-11-02,Yale,84,Crescent A.C.,0,away,
1886,6,1886-11-03,Harvard,158,Exeter,0,away,
1886,6,1886-11-03,Pennsylvania,16,Haverford,4,home,
1886,6,1886-11-06,Harvard,34,Wesleyan (CT),0,home,
1886,6,1886-11-06,Lafayette,12,Lehigh,0,home,
1886,6,1886-11-06,MIT,26,Tufts,8,home,
1886,6,1886-11-06,Princeton,28,Pennsylvania,6,away,
1886,6,1886-11-06,Rutgers,58,Vineland,0,home,
1886,6,1886-11-06,Williams,15,Amherst,2,away,
1886,7,1886-11-10,Harvard,38,Harvard Alumni,0,neutral,
1886,7,1886-11-10,Pennsylvania,65,Rutgers,0,home,
1886,7,1886-11-11,Lafayette,12,Trinity (CT),0,away,
1886,7,1886-11-13,Lehigh,14,Stevens,0,home,
1886,7,1886-11-13,Princeton,12,Harvard,0,home,
1886,7,1886-11-13,Wesleyan (CT),26,Lafayette,0,home,
1886,7,1886-11-13,Williams,11,Amherst,0,home,
1886,7,1886-11-13,Yale,75,Pennsylvania,0,home,
1886,7,1886-11-15,Pennsylvania,96,Vineland,6,home,
1886,8,1886-11-17,Harvard,62,MIT,0,away,
1886,8,1886-11-17,Lafayette,26,Rutgers,10,away,
1886,8,1886-11-18,Lehigh,28,Pennsylvania,0,home,
1886,8,1886-11-20,Lafayette,58,Stevens,0,home,
1886,8,1886-11-20,Lehigh,18,Haverford,4,home,
1886,8,1886-11-20,Princeton,76,Wesleyan (CT),6,away,
1886,8,1886-11-20,Yale,29,Harvard,4,away,
1886,9,1886-11-24,Lafayette,4,Lehigh,0,away,
1886,9,1886-11-25,Harvard,28,Pennsylvania,0,away,
1886,9,1886-11-25,Yale,0,Princeton,0,away,
1887,1,1887-10-01,Harvard,86,Tufts,0,away,
1887,1,1887-10-01,Wesleyan (CT),34,Amherst,0,home,
1887,2,1887-10-05,Harvard,68,Exeter,0,away,
1887,2,1887-10-05,Yale,38,Wesleyan (CT),0,home,
1887,2,1887-10-08,Harvard,62,MIT,0,home,
1887,2,1887-10-08,Lehigh,24,Swarthmore,0,home,
1887,2,1887-10-08,Pennsylvania,14,Pennsylvania Alumni,6,neutral,
1887,2,1887-10-08,Princeton,47,Lafayette,0,home,
1887,2,1887-10-08,Rutgers,26,Stevens,0,home,
1887,2,1887-10-08,Tufts,5,Boston University,0,home,
1887,2,1887-10-08,Williams,54,Amherst,0,away,
1887,3,1887-10-12,Lafayette,12,Dickinson,0,away,
1887,3,1887-10-12,Pennsylvania,46,Tioga,0,home,
1887,3,1887-10-12,Princeton,30,Rutgers,0,away,
1887,3,1887-10-12,Wesleyan (CT),58,Trinity (CT),0,home,
1887,3,1887-10-15,Amherst,10,Massachusetts,0,away,
1887,3,1887-10-15,Dartmouth,52,Tufts,0,away,
1887,3,1887-10-15,Harvard,52,Williams,6,home,
1887,3,1887-10-15,Lafayette,20,Rutgers,0,home,
1887,3,1887-10-15,Pennsylvania,18,Pennsylvania Alumni,0,neutral,
1887,3,1887-10-15,Princeton,80,Lehigh,0,home,
1887,3,1887-10-15,Yale,106,Wesleyan (CT),0,away,
1887,4,1887-10-19,Lafayette,12,Haverford,4,home,
1887,4,1887-10-19,Princeton,57,Pennsylvania,0,away,
1887,4,1887-10-19,Rutgers,5,Stevens,2,away,
1887,4,1887-10-19,Trinity (CT),32,Massachusetts,4,home,
1887,4,1887-10-22,Boston University,14,Trinity (CT),14,away,
1887,4,1887-10-22,Dartmouth,4,Stevens,4,away,
1887,4,1887-10-22,Harvard,98,Amherst,0,home,
1887,4,1887-10-22,Lafayette,31,Swarthmore,6,home,
1887,4,1887-10-22,Lehigh,20,Dickinson,0,home,
1887,4,1887-10-22,Maine,12,Tufts,6,home,
1887,4,1887-10-22,Princeton,42,Pennsylvania,0,home,
1887,4,1887-10-22,Yale,74,Williams,0,away,
1887,5,1887-10-26,Dartmouth,52,Amherst,0,home,
1887,5,1887-10-26,Wesleyan (CT),18,Williams,6,home,
1887,5,1887-10-29,Active Football Club,10,Stevens,4,away,
1887,5,1887-10-29,Amherst,22,Boston University,0,home,
1887,5,1887-10-29,Harvard,68,Tufts,0,home,
1887,5,1887-10-29,Lehigh,10,Lafayette,4,home,
1887,5,1887-10-29,MIT,72,Trinity (CT),0,home,
1887,5,1887-10-29,Princeton,69,Wesleyan (CT),0,home,
1887,5,1887-10-29,Williams,12,Rutgers,6,home,
1887,5,1887-10-29,Yale,50,Pennsylvania,0,away,
1887,6,1887-11-02,Harvard,54,Exeter,0,home,
1887,6,1887-11-02,Pennsylvania,13,Rutgers,10,home,
1887,6,1887-11-05,Exeter,29,Tufts,8,home,
1887,6,1887-11-05,Harvard,110,Wesleyan (CT),0,home,
1887,6,1887-11-05,MIT,24,Dartmouth,15,home,
1887,6,1887-11-05,Princeton,95,Pennsylvania,0,away,
1887,6,1887-11-05,Trinity (CT),22,Amherst,6,away,
1887,6,1887-11-05,Williams,94,Union (NY),0,home,
1887,6,1887-11-05,Yale,74,Rutgers,0,home,
1887,7,1887-11-08,Yale,68,Crescent A.C.,0,away,
1887,7,1887-11-09,Pennsylvania,36,Haverford,0,home,
1887,7,1887-11-12,Harvard,12,Princeton,0,home,
1887,7,1887-11-12,Lafayette,36,Rutgers,0,away,
1887,7,1887-11-12,MIT,54,Amherst,0,home,
1887,7,1887-11-12,Pennsylvania,6,Lehigh,4,home,
1887,7,1887-11-12,Trinity (CT),26,Stevens,0,home,
1887,7,1887-11-12,Tufts,22,Harvard B,0,home,
