school,season,wins,losses,ties,source
St. John Fisher,2023,5,5,0,cfbd
St. John Fisher,2024,3,7,0,cfbd
St. John Fisher,2025,7,4,0,cfbd
St. John Fisher,2026,0,0,0,cfbd
St. Joseph's (IN),2014,1,0,0,cfbd
St. Joseph's (IN),2015,0,0,0,cfbd
St. Joseph's (IN),2016,0,0,0,cfbd
St. Joseph's (IN),2017,0,0,0,cfbd
St. Joseph's (IN),2018,0,0,0,cfbd
St. Joseph's (IN),2019,0,0,0,cfbd
St. Joseph's (IN),2020,0,0,0,cfbd
St. Joseph's (IN),2021,0,0,0,cfbd
St. Joseph's (IN),2022,0,0,0,cfbd
St. Joseph's (IN),2023,0,0,0,cfbd
St. Joseph's (IN),2024,0,0,0,cfbd
St. Joseph's (IN),2025,0,0,0,cfbd
St. Joseph's (IN),2026,0,0,0,cfbd
St. Lawrence,2014,0,0,0,cfbd
St. Lawrence,2015,0,0,0,cfbd
St. Lawrence,2016,0,0,0,cfbd
St. Lawrence,2017,0,0,0,cfbd
St. Lawrence,2018,0,0,0,cfbd
St. Lawrence,2019,0,0,0,cfbd
St. Lawrence,2020,0,0,0,cfbd
St. Lawrence,2021,0,0,0,cfbd
St. Lawrence,2022,4,6,0,cfbd
St. Lawrence,2023,3,7,0,cfbd
St. Lawrence,2024,3,6,0,cfbd
St. Lawrence,2025,4,6,0,cfbd
St. Lawrence,2026,0,0,0,cfbd
St. Mary's (CA),2003,1,10,0,cfbd
St. Norbert,2014,0,0,0,cfbd
St. Norbert,2015,0,0,0,cfbd
St. Norbert,2016,0,0,0,cfbd
St. Norbert,2017,0,0,0,cfbd
St. Norbert,2018,0,0,0,cfbd
St. Norbert,2019,0,0,0,cfbd
St. Norbert,2020,0,0,0,cfbd
St. Norbert,2021,0,0,0,cfbd
St. Norbert,2022,7,3,0,cfbd
St. Norbert,2023,7,3,0,cfbd
St. Norbert,2024,7,3,0,cfbd
St. Norbert,2025,5,5,0,cfbd
St. Norbert,2026,0,0,0,cfbd
St. Olaf,2014,0,0,0,cfbd
St. Olaf,2015,0,0,0,cfbd
St. Olaf,2016,0,0,0,cfbd
St. Olaf,2017,0,0,0,cfbd
St. Olaf,2018,0,0,0,cfbd
St. Olaf,2019,0,0,0,cfbd
St. Olaf,2020,0,0,0,cfbd
St. Olaf,2021,0,0,0,cfbd
St. Olaf,2022,4,5,0,cfbd
St. Olaf,2023,5,5,0,cfbd
St. Olaf,2024,7,3,0,cfbd
St. Olaf,2025,4,6,0,cfbd
St. Olaf,2026,0,0,0,cfbd
St. Peter's,2003,2,8,0,cfbd
St. Peter's,2004,3,7,0,cfbd
St. Peter's,2005,1,8,0,cfbd
St. Peter's,2006,1,7,0,cfbd
St. Scholastica,2014,0,0,0,cfbd
St. Scholastica,2015,0,0,0,cfbd
St. Scholastica,2016,0,0,0,cfbd
St. Scholastica,2017,0,0,0,cfbd
St. Scholastica,2018,0,0,0,cfbd
St. Scholastica,2019,0,0,0,cfbd
St. Scholastica,2020,0,0,0,cfbd
St. Scholastica,2021,0,0,0,cfbd
St. Scholastica,2022,2,7,0,cfbd
St. Scholastica,2023,2,8,0,cfbd
St. Scholastica,2024,4,6,0,cfbd
St. Scholastica,2025,3,7,0,cfbd
St. Scholastica,2026,0,0,0,cfbd
St. Thomas (MN),1973,0,0,0,cfbd
St. Thomas (MN),1974,0,0,0,cfbd
St. Thomas (MN),1975,0,0,0,cfbd
St. Thomas (MN),1976,0,0,0,cfbd
St. Thomas (MN),1977,0,0,0,cfbd
St. Thomas (MN),1978,0,0,0,cfbd
St. Thomas (MN),1979,0,0,0,cfbd
St. Thomas (MN),1980,0,0,0,cfbd
St. Thomas (MN),1981,0,0,0,cfbd
St. Thomas (MN),1982,0,0,0,cfbd
St. Thomas (MN),1983,0,0,0,cfbd
St. Thomas (MN),1984,0,0,0,cfbd
St. Thomas (MN),1985,0,0,0,cfbd
St. Thomas (MN),1986,0,0,0,cfbd
St. Thomas (MN),1987,0,0,0,cfbd
St. Thomas (MN),1988,0,0,0,cfbd
St. Thomas (MN),1989,0,0,0,cfbd
St. Thomas (MN),1990,0,0,0,cfbd
St. Thomas (MN),1991,0,0,0,cfbd
St. Thomas (MN),1992,0,0,0,cfbd
St. Thomas (MN),1993,0,0,0,cfbd
St. Thomas (MN),1994,0,0,0,cfbd
St. Thomas (MN),1995,0,0,0,cfbd
St. Thomas (MN),1996,0,0,0,cfbd
St. Thomas (MN),1997,0,0,0,cfbd
St. Thomas (MN),1998,0,0,0,cfbd
St. Thomas (MN),1999,0,0,0,cfbd
St. Thomas (MN),2000,0,0,0,cfbd
St. Thomas (MN),2001,0,0,0,cfbd
St. Thomas (MN),2002,0,0,0,cfbd
St. Thomas (MN),2003,0,0,0,cfbd
St. Thomas (MN),2004,0,0,0,cfbd
St. Thomas (MN),2005,0,0,0,cfbd
St. Thomas (MN),2006,0,0,0,cfbd
St. Thomas (MN),2007,0,0,0,cfbd
St. Thomas (MN),2008,0,0,0,cfbd
St. Thomas (MN),2009,0,0,0,cfbd
St. Thomas (MN),2010,0,0,0,cfbd
St. Thomas (MN),2011,0,0,0,cfbd
St. Thomas (MN),2012,0,0,0,cfbd
St. Thomas (MN),2013,0,0,0,cfbd
St. Thomas (MN),2014,0,0,0,cfbd
St. Thomas (MN),2015,0,1,0,cfbd
St. Thomas (MN),2016,0,0,0,cfbd
St. Thomas (MN),2017,0,0,0,cfbd
St. Thomas (MN),2018,0,0,0,cfbd
St. Thomas (MN),2019,0,0,0,cfbd
St. Thomas (MN),2021,7,3,0,cfbd
St. Thomas (MN),2022,10,1,0,cfbd
St. Thomas (MN),2023,8,3,0,cfbd
St. Thomas (MN),2024,6,6,0,cfbd
St. Thomas (MN),2025,7,5,0,cfbd
St. Thomas (MN),2026,1,0,0,cfbd
Stanford,1935,140,35,27,manual
Stanford,1936,2,5,2,cfbd
Stanford,1937,4,3,2,cfbd
Stanford,1938,3,6,0,cfbd
Stanford,1939,1,7,1,cfbd
Stanford,1940,10,0,0,cfbd
Stanford,1941,6,3,0,cfbd
Stanford,1942,6,4,0,cfbd
Stanford,1946,6,3,1,cfbd
Stanford,1947,0,9,0,cfbd
Stanford,1948,4,6,0,cfbd
Stanford,1949,7,3,1,cfbd
Stanford,1950,5,3,2,cfbd
Stanford,1951,9,2,0,cfbd
Stanford,1952,5,5,0,cfbd
Stanford,1953,6,3,1,cfbd
Stanford,1954,4,6,0,cfbd
Stanford,1955,6,3,1,cfbd
Stanford,1956,4,6,0,cfbd
Stanford,1957,6,4,0,cfbd
Stanford,1958,2,8,0,cfbd
Stanford,1959,3,7,0,cfbd
Stanford,1960,0,10,0,cfbd
Stanford,1961,4,6,0,cfbd
Stanford,1962,5,5,0,cfbd
Stanford,1963,3,7,0,cfbd
Stanford,1964,5,5,0,cfbd
Stanford,1965,6,3,1,cfbd
Stanford,1966,5,5,0,cfbd
Stanford,1967,5,5,0,cfbd
Stanford,1968,6,3,1,cfbd
Stanford,1969,7,2,1,cfbd
Stanford,1970,9,3,0,cfbd
Stanford,1971,9,3,0,cfbd
Stanford,1972,6,5,0,cfbd
Stanford,1973,7,4,0,cfbd
Stanford,1974,5,4,2,cfbd
Stanford,1975,6,4,1,cfbd
Stanford,1976,6,5,0,cfbd
Stanford,1977,9,3,0,cfbd
Stanford,1978,8,4,0,cfbd
Stanford,1979,5,5,1,cfbd
Stanford,1980,6,5,0,cfbd
Stanford,1981,4,7,0,cfbd
Stanford,1982,5,6,0,cfbd
Stanford,1983,1,10,0,cfbd
Stanford,1984,5,6,0,cfbd
Stanford,1985,4,7,0,cfbd
Stanford,1986,8,4,0,cfbd
Stanford,1987,5,6,0,cfbd
Stanford,1988,3,6,2,cfbd
Stanford,1989,3,8,0,cfbd
Stanford,1990,5,6,0,cfbd
Stanford,1991,8,4,0,cfbd
Stanford,1992,10,3,0,cfbd
Stanford,1993,4,7,0,cfbd
Stanford,1994,3,7,1,cfbd
Stanford,1995,7,4,1,cfbd
Stanford,1996,7,5,0,cfbd
Stanford,1997,5,6,0,cfbd
Stanford,1998,3,8,0,cfbd
Stanford,1999,8,4,0,cfbd
Stanford,2000,5,6,0,cfbd
Stanford,2001,9,3,0,cfbd
Stanford,2002,2,9,0,cfbd
Stanford,2003,4,7,0,cfbd
Stanford,2004,4,7,0,cfbd
Stanford,2005,5,6,0,cfbd
Stanford,2006,1,11,0,cfbd
Stanford,2007,4,8,0,cfbd
Stanford,2008,5,7,0,cfbd
Stanford,2009,8,5,0,cfbd
Stanford,2010,12,1,0,cfbd
Stanford,2011,11,2,0,cfbd
Stanford,2012,12,2,0,cfbd
Stanford,2013,11,3,0,cfbd
Stanford,2014,8,5,0,cfbd
Stanford,2015,12,2,0,cfbd
Stanford,2016,10,3,0,cfbd
Stanford,2017,9,5,0,cfbd
Stanford,2018,9,4,0,cfbd
Stanford,2019,4,8,0,cfbd
Stanford,2020,4,2,0,cfbd
Stanford,2021,3,9,0,cfbd
Stanford,2022,3,9,0,cfbd
Stanford,2023,3,9,0,cfbd
Stanford,2024,3,9,0,cfbd
Stanford,2025,4,8,0,cfbd
Stanford,2026,0,0,0,cfbd
Stephen F. Austin,1982,0,0,0,cfbd
Stephen F. Austin,1983,0,0,0,cfbd
Stephen F. Austin,1984,0,0,0,cfbd
Stephen F. Austin,1985,0,0,0,cfbd
Stephen F. Austin,1986,0,1,0,cfbd
Stephen F. Austin,1987,0,0,0,cfbd
Stephen F. Austin,1988,0,1,0,cfbd
Stephen F. Austin,1989,0,0,0,cfbd
Stephen F. Austin,1990,0,1,0,cfbd
Stephen F. Austin,1991,0,0,0,cfbd
Stephen F. Austin,1992,0,0,0,cfbd
Stephen F. Austin,1993,0,0,0,cfbd
Stephen F. Austin,1994,0,0,0,cfbd
Stephen F. Austin,1995,0,0,0,cfbd
Stephen F. Austin,1996,0,0,0,cfbd
Stephen F. Austin,1997,0,0,0,cfbd
Stephen F. Austin,1998,0,1,0,cfbd
Stephen F. Austin,1999,0,1,0,cfbd
Stephen F. Austin,2000,1,0,0,cfbd
Stephen F. Austin,2001,0,1,0,cfbd
Stephen F. Austin,2002,0,0,0,cfbd
Stephen F. Austin,2003,7,4,0,cfbd
Stephen F. Austin,2004,6,6,0,cfbd
Stephen F. Austin,2005,5,6,0,cfbd
Stephen F. Austin,2006,4,7,0,cfbd
Stephen F. Austin,2007,0,10,0,cfbd
Stephen F. Austin,2008,1,3,0,cfbd
Stephen F. Austin,2009,10,3,0,cfbd
Stephen F. Austin,2010,8,3,0,cfbd
Stephen F. Austin,2011,6,5,0,cfbd
Stephen F. Austin,2012,5,6,0,cfbd
Stephen F. Austin,2013,3,9,0,cfbd
Stephen F. Austin,2014,7,5,0,cfbd
Stephen F. Austin,2015,4,6,0,cfbd
Stephen F. Austin,2016,5,6,0,cfbd
Stephen F. Austin,2017,4,7,0,cfbd
Stephen F. Austin,2018,2,8,0,cfbd
Stephen F. Austin,2019,3,9,0,cfbd
Stephen F. Austin,2020,6,4,0,cfbd
Stephen F. Austin,2021,8,4,0,cfbd
Stephen F. Austin,2022,6,5,0,cfbd
Stephen F. Austin,2023,3,8,0,cfbd
Stephen F. Austin,2024,7,5,0,cfbd
Stephen F. Austin,2025,11,3,0,cfbd
Stephen F. Austin,2026,0,0,0,cfbd
Stetson,1936,0,3,0,cfbd
Stetson,1937,0,2,0,cfbd
Stetson,1938,1,0,0,cfbd
Stetson,1939,0,1,0,cfbd
Stetson,1940,0,1,0,cfbd
Stetson,1941,0,0,0,cfbd
Stetson,1942,0,0,0,cfbd
Stetson,1943,0,0,0,cfbd
Stetson,1944,0,0,0,cfbd
Stetson,1945,0,0,0,cfbd
Stetson,1946,0,0,0,cfbd
Stetson,1947,0,0,0,cfbd
Stetson,1948,0,0,0,cfbd
Stetson,1949,0,0,0,cfbd
Stetson,1950,0,0,0,cfbd
Stetson,1951,3,0,0,cfbd
Stetson,1952,1,2,0,cfbd
Stetson,1953,0,2,0,cfbd
Stetson,1954,0,2,0,cfbd
Stetson,1955,0,1,0,cfbd
Stetson,1956,0,3,0,cfbd
Stetson,2013,2,9,0,cfbd
Stetson,2014,5,6,0,cfbd
Stetson,2015,3,8,0,cfbd
Stetson,2016,4,7,0,cfbd
Stetson,2017,2,9,0,cfbd
Stetson,2018,8,2,0,cfbd
Stetson,2019,7,4,0,cfbd
Stetson,2020,0,4,0,cfbd
Stetson,2021,4,7,0,cfbd
Stetson,2022,4,6,1,cfbd
Stetson,2023,3,8,0,cfbd
Stetson,2024,2,9,1,cfbd
Stetson,2025,3,9,0,cfbd
Stetson,2026,0,0,0,cfbd
Stevenson,2014,0,0,0,cfbd
Stevenson,2015,0,0,0,cfbd
Stevenson,2016,0,0,0,cfbd
Stevenson,2017,0,0,0,cfbd
Stevenson,2018,0,0,0,cfbd
Stevenson,2019,0,0,0,cfbd
Stevenson,2020,1,0,0,cfbd
Stevenson,2021,0,0,0,cfbd
Stevenson,2022,8,2,0,cfbd
Stevenson,2023,7,3,0,cfbd
Stevenson,2024,5,5,0,cfbd
Stevenson,2025,6,4,0,cfbd
Stevenson,2026,0,0,0,cfbd
Stillman,2014,0,2,0,cfbd
Stillman,2015,0,0,0,cfbd
Stonehill,1988,0,0,0,cfbd
Stonehill,1989,0,0,0,cfbd
Stonehill,1990,0,0,0,cfbd
Stonehill,1991,0,0,0,cfbd
Stonehill,1992,0,0,0,cfbd
Stonehill,1993,0,0,0,cfbd
Stonehill,1994,0,0,0,cfbd
Stonehill,1995,0,0,0,cfbd
Stonehill,1996,0,0,0,cfbd
Stonehill,1997,0,0,0,cfbd
Stonehill,1998,0,0,0,cfbd
Stonehill,1999,0,0,0,cfbd
Stonehill,2000,0,0,0,cfbd
Stonehill,2001,0,0,0,cfbd
Stonehill,2002,0,0,0,cfbd
Stonehill,2003,0,1,0,cfbd
Stonehill,2004,0,0,0,cfbd
Stonehill,2005,0,1,0,cfbd
Stonehill,2006,0,1,0,cfbd
Stonehill,2007,0,1,0,cfbd
Stonehill,2008,1,1,0,cfbd
Stonehill,2009,1,0,0,cfbd
Stonehill,2010,0,0,0,cfbd
Stonehill,2011,0,1,0,cfbd
Stonehill,2012,0,0,0,cfbd
Stonehill,2013,0,0,0,cfbd
Stonehill,2014,0,0,0,cfbd
Stonehill,2015,0,0,0,cfbd
Stonehill,2016,0,0,0,cfbd
Stonehill,2017,0,0,0,cfbd
Stonehill,2018,0,0,0,cfbd
Stonehill,2019,0,0,0,cfbd
Stonehill,2021,8,2,0,cfbd
Stonehill,2022,4,5,0,cfbd
Stonehill,2023,5,5,0,cfbd
Stonehill,2024,1,10,0,cfbd
Stonehill,2025,4,8,0,cfbd
Stonehill,2026,0,0,0,cfbd
Stony Brook,1984,0,0,0,cfbd
Stony Brook,1985,0,0,0,cfbd
Stony Brook,1986,0,0,0,cfbd
Stony Brook,1987,0,0,0,cfbd
Stony Brook,1988,0,0,0,cfbd
Stony Brook,1989,0,0,0,cfbd
Stony Brook,1990,0,0,0,cfbd
Stony Brook,1991,0,0,0,cfbd
Stony Brook,1992,0,0,0,cfbd
Stony Brook,1993,0,0,0,cfbd
Stony Brook,1994,0,0,0,cfbd
Stony Brook,1995,0,0,0,cfbd
Stony Brook,1996,0,0,0,cfbd
Stony Brook,1997,0,0,0,cfbd
Stony Brook,1998,0,0,0,cfbd
Stony Brook,1999,0,0,0,cfbd
Stony Brook,2000,0,0,0,cfbd
Stony Brook,2001,0,0,0,cfbd
Stony Brook,2002,0,0,0,cfbd
Stony Brook,2003,6,4,0,cfbd
Stony Brook,2004,3,7,0,cfbd
Stony Brook,2005,6,5,0,cfbd
Stony Brook,2006,5,6,0,cfbd
Stony Brook,2007,6,5,0,cfbd
Stony Brook,2008,5,6,0,cfbd
Stony Brook,2009,6,4,0,cfbd
Stony Brook,2010,6,5,0,cfbd
Stony Brook,2011,8,4,0,cfbd
Stony Brook,2012,4,1,0,cfbd
Stony Brook,2013,5,6,0,cfbd
Stony Brook,2014,5,7,0,cfbd
Stony Brook,2015,5,5,0,cfbd
Stony Brook,2016,5,6,0,cfbd
Stony Brook,2017,10,3,0,cfbd
Stony Brook,2018,7,5,0,cfbd
Stony Brook,2019,5,7,0,cfbd
Stony Brook,2020,1,3,0,cfbd
Stony Brook,2021,5,6,0,cfbd
Stony Brook,2022,2,9,0,cfbd
Stony Brook,2023,0,10,1,cfbd
Stony Brook,2024,8,4,0,cfbd
Stony Brook,2025,6,6,0,cfbd
Stony Brook,2026,0,1,0,cfbd
Sul Ross State,2014,0,0,0,cfbd
Sul Ross State,2015,0,0,0,cfbd
Sul Ross State,2016,0,0,0,cfbd
Sul Ross State,2017,0,0,0,cfbd
Sul Ross State,2018,0,0,0,cfbd
Sul Ross State,2019,0,0,0,cfbd
Sul Ross State,2020,1,4,0,cfbd
Sul Ross State,2021,0,0,0,cfbd
Sul Ross State,2022,4,6,0,cfbd
Sul Ross State,2023,4,6,0,cfbd
Sul Ross State,2024,3,8,0,cfbd
Sul Ross State,2025,0,11,0,cfbd
Sul Ross State,2026,0,0,0,cfbd
SUNY Cortland,2014,0,0,0,cfbd
SUNY Cortland,2015,0,0,0,cfbd
SUNY Cortland,2016,0,0,0,cfbd
SUNY Cortland,2017,0,0,0,cfbd
SUNY Cortland,2018,0,0,0,cfbd
SUNY Cortland,2019,0,0,0,cfbd
SUNY Cortland,2020,0,0,0,cfbd
SUNY Cortland,2021,0,0,0,cfbd
SUNY Cortland,2022,9,2,0,cfbd
SUNY Cortland,2023,14,1,0,cfbd
SUNY Cortland,2024,11,1,0,cfbd
SUNY Cortland,2025,8,3,0,cfbd
SUNY Cortland,2026,0,0,0,cfbd
SUNY Maritime,2014,0,0,0,cfbd
SUNY Maritime,2015,0,0,0,cfbd
SUNY Maritime,2016,0,0,0,cfbd
SUNY Maritime,2017,0,0,0,cfbd
SUNY Maritime,2018,0,1,0,cfbd
SUNY Maritime,2019,0,0,0,cfbd
SUNY Maritime,2020,0,0,0,cfbd
SUNY Maritime,2021,0,0,0,cfbd
SUNY Maritime,2022,3,7,0,cfbd
SUNY Maritime,2023,5,5,0,cfbd
SUNY Maritime,2024,7,3,0,cfbd
SUNY Maritime,2025,5,6,0,cfbd
SUNY Maritime,2026,0,0,0,cfbd
SUNY Morrisville,2014,0,0,0,cfbd
SUNY Morrisville,2015,0,0,0,cfbd
SUNY Morrisville,2016,0,0,0,cfbd
SUNY Morrisville,2017,0,0,0,cfbd
SUNY Morrisville,2018,0,0,0,cfbd
SUNY Morrisville,2019,0,0,0,cfbd
SUNY Morrisville,2020,0,0,0,cfbd
SUNY Morrisville,2021,0,0,0,cfbd
SUNY Morrisville,2022,7,3,0,cfbd
SUNY Morrisville,2023,4,6,0,cfbd
SUNY Morrisville,2024,6,4,0,cfbd
SUNY Morrisville,2025,0,10,0,cfbd
SUNY Morrisville,2026,0,0,0,cfbd
Susquehanna,2014,0,0,0,cfbd
Susquehanna,2015,0,0,0,cfbd
Susquehanna,2016,0,0,0,cfbd
Susquehanna,2017,0,0,0,cfbd
Susquehanna,2018,0,0,0,cfbd
Susquehanna,2019,0,0,0,cfbd
Susquehanna,2020,0,0,0,cfbd
Susquehanna,2021,0,0,0,cfbd
Susquehanna,2022,10,1,0,cfbd
Susquehanna,2023,10,1,0,cfbd
Susquehanna,2024,12,2,0,cfbd
Susquehanna,2025,11,3,0,cfbd
Susquehanna,2026,0,0,0,cfbd
Syracuse,1935,235,107,35,manual
Syracuse,1936,1,7,0,cfbd
Syracuse,1937,5,2,1,cfbd
Syracuse,1938,5,3,0,cfbd
Syracuse,1939,3,3,2,cfbd
Syracuse,1940,3,4,1,cfbd
Syracuse,1941,5,2,1,cfbd
Syracuse,1942,6,3,0,cfbd
Syracuse,1944,2,4,1,cfbd
Syracuse,1945,1,6,0,cfbd
Syracuse,1946,4,5,0,cfbd
Syracuse,1947,3,6,0,cfbd
Syracuse,1948,1,8,0,cfbd
Syracuse,1949,4,5,0,cfbd
Syracuse,1950,5,5,0,cfbd
Syracuse,1951,5,4,0,cfbd
Syracuse,1952,7,3,0,cfbd
Syracuse,1953,5,3,1,cfbd
Syracuse,1954,4,4,0,cfbd
Syracuse,1955,5,3,0,cfbd
Syracuse,1956,7,2,0,cfbd
Syracuse,1957,5,3,1,cfbd
Syracuse,1958,8,2,0,cfbd
Syracuse,1959,11,0,0,cfbd
Syracuse,1960,7,2,0,cfbd
Syracuse,1961,8,3,0,cfbd
Syracuse,1962,5,5,0,cfbd
Syracuse,1963,8,2,0,cfbd
Syracuse,1964,7,4,0,cfbd
Syracuse,1965,7,3,0,cfbd
Syracuse,1966,8,3,0,cfbd
Syracuse,1967,8,2,0,cfbd
Syracuse,1968,6,4,0,cfbd
Syracuse,1969,5,5,0,cfbd
Syracuse,1970,6,4,0,cfbd
Syracuse,1971,5,5,1,cfbd
Syracuse,1972,5,6,0,cfbd
Syracuse,1973,2,9,0,cfbd
Syracuse,1974,2,9,0,cfbd
Syracuse,1975,6,5,0,cfbd
Syracuse,1976,3,8,0,cfbd
Syracuse,1977,6,5,0,cfbd
Syracuse,1978,3,8,0,cfbd
Syracuse,1979,7,5,0,cfbd
Syracuse,1980,5,6,0,cfbd
Syracuse,1981,4,6,1,cfbd
Syracuse,1982,2,9,0,cfbd
Syracuse,1983,6,5,0,cfbd
Syracuse,1984,6,5,0,cfbd
Syracuse,1985,7,5,0,cfbd
Syracuse,1986,5,6,0,cfbd
Syracuse,1987,11,0,1,cfbd
Syracuse,1988,10,2,0,cfbd
Syracuse,1989,8,4,0,cfbd
Syracuse,1990,7,4,2,cfbd
Syracuse,1991,10,2,0,cfbd
Syracuse,1992,10,2,0,cfbd
Syracuse,1993,6,4,1,cfbd
Syracuse,1994,7,4,0,cfbd
Syracuse,1995,9,3,0,cfbd
Syracuse,1996,9,3,0,cfbd
Syracuse,1997,9,4,0,cfbd
Syracuse,1998,8,4,0,cfbd
Syracuse,1999,7,5,0,cfbd
Syracuse,2000,6,5,0,cfbd
Syracuse,2001,10,3,0,cfbd
Syracuse,2002,4,8,0,cfbd
Syracuse,2003,6,6,0,cfbd
Syracuse,2004,6,6,0,cfbd
Syracuse,2005,1,10,0,cfbd
Syracuse,2006,4,8,0,cfbd
Syracuse,2007,2,10,0,cfbd
Syracuse,2008,3,9,0,cfbd
Syracuse,2009,4,8,0,cfbd
Syracuse,2010,8,5,0,cfbd
Syracuse,2011,5,7,0,cfbd
Syracuse,2012,8,5,0,cfbd
Syracuse,2013,7,6,0,cfbd
Syracuse,2014,3,9,0,cfbd
Syracuse,2015,4,8,0,cfbd
Syracuse,2016,4,8,0,cfbd
Syracuse,2017,4,8,0,cfbd
Syracuse,2018,10,3,0,cfbd
Syracuse,2019,5,7,0,cfbd
Syracuse,2020,1,10,0,cfbd
Syracuse,2021,5,7,0,cfbd
Syracuse,2022,7,6,0,cfbd
Syracuse,2023,6,7,0,cfbd
Syracuse,2024,10,3,0,cfbd
Syracuse,2025,3,9,0,cfbd
Syracuse,2026,0,0,0,cfbd
Tampa,1966,4,5,0,cfbd
Tampa,1967,2,7,0,cfbd
Tampa,1968,7,3,0,cfbd
Tampa,1971,6,5,0,cfbd
Tampa,1972,10,2,0,cfbd
Tampa,1973,8,3,0,cfbd
Tampa,1974,6,5,0,cfbd
Tarleton State,1994,0,0,0,cfbd
Tarleton State,1995,0,0,0,cfbd
Tarleton State,1996,0,0,0,cfbd
Tarleton State,1997,0,0,0,cfbd
Tarleton State,1998,0,0,0,cfbd
Tarleton State,1999,0,0,0,cfbd
Tarleton State,2000,0,0,0,cfbd
Tarleton State,2001,0,0,0,cfbd
Tarleton State,2002,0,0,0,cfbd
Tarleton State,2003,1,0,0,cfbd
Tarleton State,2004,0,1,0,cfbd
Tarleton State,2005,0,0,0,cfbd
Tarleton State,2006,0,1,0,cfbd
Tarleton State,2007,1,0,0,cfbd
Tarleton State,2008,0,0,0,cfbd
Tarleton State,2009,0,0,0,cfbd
Tarleton State,2010,0,0,0,cfbd
Tarleton State,2011,0,1,0,cfbd
Tarleton State,2012,0,0,0,cfbd
Tarleton State,2013,1,0,0,cfbd
Tarleton State,2014,0,0,0,cfbd
Tarleton State,2015,0,0,0,cfbd
Tarleton State,2016,0,1,0,cfbd
Tarleton State,2017,0,0,0,cfbd
Tarleton State,2018,0,0,0,cfbd
Tarleton State,2019,1,0,0,cfbd
Tarleton State,2020,5,3,0,cfbd
Tarleton State,2021,6,5,0,cfbd
Tarleton State,2022,6,5,0,cfbd
Tarleton State,2023,8,3,0,cfbd
Tarleton State,2024,10,4,0,cfbd
Tarleton State,2025,12,2,0,cfbd
Tarleton State,2026,0,0,0,cfbd
TCU,1935,135,93,12,manual
TCU,1936,9,2,2,cfbd
TCU,1937,4,4,2,cfbd
TCU,1938,11,0,0,cfbd
TCU,1939,3,7,0,cfbd
TCU,1940,3,7,0,cfbd
TCU,1941,7,3,1,cfbd
TCU,1942,7,3,0,cfbd
TCU,1943,2,6,0,cfbd
TCU,1944,7,3,1,cfbd
TCU,1945,5,5,0,cfbd
TCU,1946,2,7,1,cfbd
TCU,1947,4,5,2,cfbd
TCU,1948,4,5,1,cfbd
TCU,1949,6,3,1,cfbd
TCU,1950,5,5,0,cfbd
TCU,1951,6,5,0,cfbd
TCU,1952,4,4,2,cfbd
TCU,1953,3,7,0,cfbd
TCU,1954,4,6,0,cfbd
TCU,1955,9,2,0,cfbd
TCU,1956,8,3,0,cfbd
TCU,1957,5,4,1,cfbd
TCU,1958,8,2,1,cfbd
TCU,1959,8,3,0,cfbd
TCU,1960,4,4,2,cfbd
TCU,1961,3,5,2,cfbd
TCU,1962,6,4,0,cfbd
TCU,1963,4,5,1,cfbd
TCU,1964,4,6,0,cfbd
TCU,1965,6,5,0,cfbd
TCU,1966,2,8,0,cfbd
TCU,1967,4,6,0,cfbd
TCU,1968,3,7,0,cfbd
TCU,1969,4,6,0,cfbd
TCU,1970,4,6,1,cfbd
TCU,1971,6,4,1,cfbd
TCU,1972,5,6,0,cfbd
TCU,1973,3,8,0,cfbd
TCU,1974,1,10,0,cfbd
TCU,1975,1,10,0,cfbd
TCU,1976,0,11,0,cfbd
TCU,1977,2,9,0,cfbd
TCU,1978,2,9,0,cfbd
TCU,1979,2,8,1,cfbd
TCU,1980,1,10,0,cfbd
TCU,1981,2,7,2,cfbd
TCU,1982,3,8,0,cfbd
TCU,1983,1,8,2,cfbd
TCU,1984,8,4,0,cfbd
TCU,1985,3,8,0,cfbd
TCU,1986,3,8,0,cfbd
TCU,1987,5,6,0,cfbd
TCU,1988,4,7,0,cfbd
TCU,1989,4,7,0,cfbd
TCU,1990,5,6,0,cfbd
TCU,1991,7,4,0,cfbd
TCU,1992,2,8,1,cfbd
TCU,1993,4,7,0,cfbd
TCU,1994,7,5,0,cfbd
TCU,1995,6,5,0,cfbd
TCU,1996,4,7,0,cfbd
TCU,1997,1,10,0,cfbd
TCU,1998,7,5,0,cfbd
TCU,1999,8,4,0,cfbd
TCU,2000,10,2,0,cfbd
TCU,2001,6,6,0,cfbd
TCU,2002,10,2,0,cfbd
TCU,2003,11,2,0,cfbd
TCU,2004,5,6,0,cfbd
TCU,2005,11,1,0,cfbd
TCU,2006,11,2,0,cfbd
TCU,2007,8,5,0,cfbd
TCU,2008,11,2,0,cfbd
TCU,2009,12,1,0,cfbd
TCU,2010,13,0,0,cfbd
TCU,2011,11,2,0,cfbd
TCU,2012,7,6,0,cfbd
TCU,2013,4,8,0,cfbd
TCU,2014,12,1,0,cfbd
TCU,2015,11,2,0,cfbd
TCU,2016,6,7,0,cfbd
TCU,2017,11,3,0,cfbd
TCU,2018,7,6,0,cfbd
TCU,2019,5,7,0,cfbd
TCU,2020,6,4,0,cfbd
TCU,2021,5,7,0,cfbd
